feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text,dominant_topic_id,discovered_topic
MPF01072,"In my experience, The fare is reasonable for the service provided.",4,Line 3,SEEPZ,2026-06-01,College,Fare,fare_value,Positive,0.69,Low,Working professional,Resolved,English,Synthetic Complaint,experience fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF01073,The seating area and signage were useful.,4,Line 3,Aarey JVLR,2026-06-08,Shopping,Facilities,escalator,Positive,0.83,Low,General,Resolved,English,Synthetic Complaint,seating area signage useful,6,Station Seating & Signage Amenities
MPF01074,The fare is reasonable for the service provided.,4,Line 3,Aarey JVLR,2026-07-11,Daily commute,Fare,fare_complaint,Positive,0.65,Low,Student,Not Required,English,Synthetic Review,fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF01075,"During my trip, The station has clean lifts and working escalators.",5,Line 2A,Goregaon West,2026-02-02,Shopping,Facilities,seating_and_water,Positive,0.86,Low,Working professional,Not Required,English,Synthetic Complaint,trip station clean lift working escalator,1,Escalator & Lift Operational Maintenance
MPF01076,"Overall, The station has clean lifts and working escalators.",5,Line 1,Ghatkopar,2026-01-31,Tourism,Facilities,seating_and_water,Positive,0.66,Low,Tourist,Not Required,English,Synthetic Complaint,overall station clean lift working escalator,1,Escalator & Lift Operational Maintenance
MPF01077,"Overall, Crowding near the doors made boarding difficult.",1,Line 6,Vikhroli,2026-02-20,College,Crowding,door_area_crowding,Negative,-0.78,High,Tourist,Open,English,Synthetic Survey,overall crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF01078,"Overall, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 3,MIDC,2026-04-24,Work,Delay,missed_connection,Negative,-0.92,High,Working professional,Open,English,Synthetic Complaint,overall frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF01079,"In my experience, Too many passengers were packed into the train today.",3,Line 1,Andheri,2026-07-01,Shopping,Crowding,platform_crowding,Neutral,-0.1,Medium,Senior citizen,Resolved,English,Synthetic Survey,experience many passenger packed train today,7,Train & Platform Overcrowding
MPF01080,Please improve cleanliness in the washroom area.,2,Line 7,Mogharpada,2026-08-13,Other,Cleanliness,washroom_cleanliness,Negative,-0.69,High,Tourist,Not Required,English,Synthetic Review,please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF01081,The ticket price feels expensive for a short journey.,1,Line 7,Jogeshwari East,2026-05-20,Tourism,Fare,fare_complaint,Negative,-0.85,High,Working professional,Resolved,English,Synthetic Complaint,ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF01082,"Overall, The station has clean lifts and working escalators.",5,Line 6,Shyam Nagar,2026-07-11,Tourism,Facilities,seating_and_water,Positive,0.72,Low,Student,Not Required,English,Synthetic Survey,overall station clean lift working escalator,1,Escalator & Lift Operational Maintenance
MPF01083,I felt safe throughout the journey and at the station.,4,Line 3,Aarey JVLR,2026-08-24,College,Safety,platform_safety,Positive,0.76,Low,General,Not Required,English,Synthetic Review,felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF01084,"Today, Please train staff to respond more politely to passengers.",2,Line 3,MIDC,2026-06-20,Shopping,Staff Behaviour,staff_politeness,Negative,-0.89,High,General,Not Required,English,Synthetic Survey,today please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF01085,Please improve cleanliness in the washroom area.,3,Line 6,Jogeshwari,2026-07-31,Other,Cleanliness,station_cleanliness,Neutral,-0.07,Medium,Tourist,In Review,Hinglish,Synthetic Survey,please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF01086,"Today, The fare is reasonable for the service provided.",3,Line 3,Aarey JVLR,2026-08-21,Other,Fare,fare_value,Neutral,-0.06,Medium,Senior citizen,Open,English,Synthetic Complaint,today fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF01087,"Overall, Better last-mile connectivity would help passengers.",3,Line 3,BKC,2026-01-08,College,Connectivity,bus_connection,Neutral,0.02,Medium,Tourist,Resolved,English,Synthetic Complaint,overall better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF01088,The station floor was dirty and bins were overflowing.,2,Line 1,Ghatkopar,2026-08-03,College,Cleanliness,washroom_cleanliness,Negative,-0.78,High,Tourist,In Review,English,Synthetic Review,station floor dirty bin overflowing,5,Station Staff Behavior & Security
MPF01089,"Today, There should be more working ticket counters during rush hours.",2,Line 6,Shyam Nagar,2026-03-28,Other,Ticketing,ticket_machine,Negative,-0.5,High,General,Open,English,Synthetic Review,today working ticket counter rush hour,1,Escalator & Lift Operational Maintenance
MPF01090,"During my trip, The metro connection to other transport was convenient.",5,Line 3,SEEPZ,2026-02-18,Tourism,Connectivity,bus_connection,Positive,0.9,Low,General,Not Required,English,Synthetic Complaint,trip metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF01091,"During my trip, Please improve passenger safety near the platform edge.",3,Line 7,Dindoshi,2026-03-17,Other,Safety,platform_safety,Neutral,-0.02,Medium,Working professional,Open,English,Synthetic Complaint,trip please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF01092,"Today, The interchange process was smooth and well signposted.",5,Line 7,Mogharpada,2026-08-01,Daily commute,Connectivity,bus_connection,Positive,0.76,Low,Senior citizen,Resolved,English,Synthetic Complaint,today interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF01093,"Today, The platform was overcrowded and felt unsafe.",2,Line 2A,Poisar,2026-03-06,Shopping,Safety,platform_safety,Negative,-0.39,High,General,Resolved,English,Synthetic Survey,today platform overcrowded felt unsafe,7,Train & Platform Overcrowding
MPF01094,"Overall, The fare is reasonable for the service provided.",4,Line 3,BKC,2026-04-18,Shopping,Fare,fare_value,Positive,0.92,Low,General,Resolved,English,Synthetic Complaint,overall fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF01095,Please review the fare for frequent daily commuters.,3,Line 7,Aarey,2026-07-14,College,Fare,fare_value,Neutral,-0.01,Medium,Student,Not Required,English,Synthetic Review,please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF01096,"In my experience, Buying the ticket was quick and easy.",5,Line 1,Andheri,2026-03-28,Daily commute,Ticketing,qr_scanner,Positive,0.6,Low,Tourist,Not Required,English,Synthetic Survey,experience buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
MPF01097,"Overall, The ticket price feels expensive for a short journey.",3,Line 7,Goregaon East,2026-01-06,College,Fare,frequent_commuter_cost,Neutral,0.02,Medium,General,Open,English,Synthetic Survey,overall ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF01098,"Overall, The staff member at the counter was rude and unhelpful.",2,Line 6,Shyam Nagar,2026-02-01,Work,Staff Behaviour,staff_politeness,Negative,-0.58,High,Student,In Review,English,Synthetic Review,overall staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF01099,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 2A,Poisar,2026-03-20,Work,Staff Behaviour,staff_helpfulness,Negative,-0.41,High,Senior citizen,Open,English,Synthetic Complaint,experience staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF01100,"Overall, Please review the fare for frequent daily commuters.",2,Line 6,Kanjurmarg,2026-07-12,Shopping,Fare,fare_complaint,Negative,-0.44,High,Tourist,Resolved,English,Synthetic Complaint,overall please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF01101,"Today, The ticket machine was not working and caused a queue.",2,Line 1,Ghatkopar,2026-06-07,Tourism,Ticketing,counter_queue,Negative,-0.48,High,Senior citizen,Resolved,English,Synthetic Complaint,today ticket machine working caused queue,1,Escalator & Lift Operational Maintenance
MPF01102,Security staff guided me properly when I asked for help.,5,Line 3,BKC,2026-03-22,Other,Staff Behaviour,staff_helpfulness,Positive,0.88,Low,Tourist,Not Required,English,Synthetic Survey,security staff guided properly asked help,5,Station Staff Behavior & Security
MPF01103,"Today, Security staff guided me properly when I asked for help.",5,Line 3,SEEPZ,2026-07-24,Daily commute,Staff Behaviour,staff_politeness,Positive,0.9,Low,General,Not Required,English,Synthetic Complaint,today security staff guided properly asked help,5,Station Staff Behavior & Security
MPF01104,Security presence at the station was reassuring.,5,Line 3,BKC,2026-03-10,Shopping,Safety,security_presence,Positive,0.72,Low,Tourist,Not Required,English,Synthetic Survey,security presence station reassuring,5,Station Staff Behavior & Security
MPF01105,"In my experience, Too many passengers were packed into the train today.",3,Line 7,Jogeshwari East,2026-07-14,Work,Crowding,peak_hour_crowding,Neutral,0.02,Medium,Student,In Review,Hinglish,Synthetic Survey,experience many passenger packed train today,7,Train & Platform Overcrowding
MPF01106,The coach was clean and well maintained.,5,Line 1,DN Nagar,2026-02-28,Shopping,Cleanliness,station_cleanliness,Positive,0.92,Low,Working professional,Not Required,English,Synthetic Survey,coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF01107,The metro connection to other transport was convenient.,5,Line 7,Dindoshi,2026-03-02,Other,Connectivity,interchange,Positive,0.57,Low,Working professional,Not Required,English,Synthetic Survey,metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF01108,"During my trip, The coach was clean and well maintained.",5,Line 2A,Goregaon West,2026-08-27,Shopping,Cleanliness,coach_cleanliness,Positive,0.76,Low,General,Not Required,English,Synthetic Complaint,trip coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF01109,"In my experience, The platform was overcrowded and felt unsafe.",1,Line 2A,Dahisar East,2026-08-05,Daily commute,Safety,platform_safety,Negative,-0.65,High,Tourist,In Review,English,Synthetic Survey,experience platform overcrowded felt unsafe,7,Train & Platform Overcrowding
MPF01110,"Overall, Security presence at the station was reassuring.",5,Line 2A,Goregaon West,2026-02-04,Daily commute,Safety,platform_safety,Positive,0.62,Low,Working professional,Not Required,English,Synthetic Review,overall security presence station reassuring,5,Station Staff Behavior & Security
MPF01111,"Today, Better last-mile connectivity would help passengers.",4,Line 7,Jogeshwari East,2026-07-03,Shopping,Connectivity,last_mile,Positive,0.77,Low,General,Resolved,English,Synthetic Complaint,today better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF01112,"In my experience, Better last-mile connectivity would help passengers.",3,Line 3,SEEPZ,2026-01-30,Daily commute,Connectivity,last_mile,Neutral,-0.07,Medium,Working professional,In Review,English,Synthetic Review,experience better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF01113,Good value for money compared with other transport options.,5,Line 3,Marol Naka,2026-07-22,Daily commute,Fare,frequent_commuter_cost,Positive,0.74,Low,Working professional,Not Required,English,Synthetic Complaint,good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF01114,The ticket price feels expensive for a short journey.,2,Line 2A,Kandarpada,2026-08-14,College,Fare,fare_value,Negative,-0.41,High,Tourist,Resolved,English,Synthetic Review,ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF01115,"Overall, The fare is reasonable for the service provided.",3,Line 3,MIDC,2026-08-12,Daily commute,Fare,fare_complaint,Neutral,-0.04,Medium,Senior citizen,Resolved,English,Synthetic Complaint,overall fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF01116,"In my experience, The QR ticket scanner worked smoothly.",5,Line 1,Ghatkopar,2026-02-12,Shopping,Ticketing,ticket_machine,Positive,0.57,Low,Student,Not Required,English,Synthetic Complaint,experience qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF01117,The interchange process was smooth and well signposted.,5,Line 1,DN Nagar,2026-04-28,Tourism,Connectivity,bus_connection,Positive,0.64,Low,Senior citizen,Not Required,English,Synthetic Complaint,interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF01118,"In my experience, The QR ticket scanner worked smoothly.",5,Line 6,Shyam Nagar,2026-07-06,Shopping,Ticketing,qr_scanner,Positive,0.6,Low,Tourist,Resolved,English,Synthetic Complaint,experience qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF01119,"During my trip, The station floor was dirty and bins were overflowing.",2,Line 6,Kanjurmarg,2026-06-07,Other,Cleanliness,station_cleanliness,Negative,-0.51,High,Senior citizen,Open,English,Synthetic Survey,trip station floor dirty bin overflowing,5,Station Staff Behavior & Security
MPF01120,"During my trip, The station staff were polite and helpful.",4,Line 7,Jogeshwari East,2026-05-21,Work,Staff Behaviour,security_assistance,Positive,0.93,Low,Tourist,Not Required,English,Synthetic Review,trip station staff polite helpful,5,Station Staff Behavior & Security
MPF01121,The train was delayed by 10 minutes and I missed my connection.,2,Line 7,Dindoshi,2026-01-30,Daily commute,Delay,late_train,Negative,-0.51,High,Working professional,Resolved,English,Synthetic Review,train delayed 10 minute missed connection,7,Train & Platform Overcrowding
MPF01122,"During my trip, The station infrastructure appeared well maintained.",5,Line 3,SEEPZ,2026-06-20,Other,Maintenance,signage_and_fixtures,Positive,0.77,Low,Senior citizen,Resolved,English,Synthetic Survey,trip station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF01123,The ticket machine was not working and caused a queue.,2,Line 6,Kanjurmarg,2026-09-01,College,Ticketing,qr_scanner,Negative,-0.66,High,General,Resolved,English,Synthetic Survey,ticket machine working caused queue,1,Escalator & Lift Operational Maintenance
MPF01124,"Overall, The station floor was dirty and bins were overflowing.",2,Line 7,Goregaon East,2026-05-19,Work,Cleanliness,washroom_cleanliness,Negative,-0.42,High,Tourist,Not Required,Hinglish,Synthetic Complaint,overall station floor dirty bin overflowing,5,Station Staff Behavior & Security
MPF01125,"During my trip, Please review the fare for frequent daily commuters.",3,Line 7,Jogeshwari East,2026-08-26,Work,Fare,fare_value,Neutral,-0.08,Medium,General,Not Required,English,Synthetic Review,trip please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF01126,"Today, The ticket price feels expensive for a short journey.",1,Line 3,Marol Naka,2026-08-26,College,Fare,fare_complaint,Negative,-0.75,High,Student,Resolved,English,Synthetic Review,today ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF01127,"During my trip, Please review the fare for frequent daily commuters.",3,Line 6,Jogeshwari,2026-04-07,Work,Fare,fare_value,Neutral,0.02,Medium,Senior citizen,In Review,English,Synthetic Complaint,trip please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF01128,"In my experience, The coach was clean and well maintained.",5,Line 1,Andheri,2026-01-09,Daily commute,Cleanliness,coach_cleanliness,Positive,0.75,Low,Working professional,Not Required,Hinglish,Synthetic Survey,experience coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF01129,"Overall, I felt safe throughout the journey and at the station.",5,Line 7,Goregaon East,2026-07-30,Daily commute,Safety,platform_safety,Positive,0.68,Low,General,Resolved,English,Synthetic Survey,overall felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF01130,"In my experience, The station has clean lifts and working escalators.",5,Line 2A,Poisar,2026-04-29,Tourism,Facilities,seating_and_water,Positive,0.8,Low,Student,Not Required,Hinglish,Synthetic Survey,experience station clean lift working escalator,1,Escalator & Lift Operational Maintenance
MPF01131,"In my experience, The metro connection to other transport was convenient.",5,Line 7,Dindoshi,2026-07-27,Daily commute,Connectivity,bus_connection,Positive,0.83,Low,Tourist,Resolved,Hinglish,Synthetic Review,experience metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF01132,"Today, The QR ticket scanner worked smoothly.",5,Line 7,Mogharpada,2026-02-08,Work,Ticketing,qr_scanner,Positive,0.87,Low,Senior citizen,Not Required,English,Synthetic Review,today qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF01133,The coach was clean and well maintained.,5,Line 2A,Dahisar East,2026-06-26,Shopping,Cleanliness,station_cleanliness,Positive,0.59,Low,Working professional,Not Required,English,Synthetic Review,coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF01134,More seating and drinking water facilities are needed.,4,Line 6,Jogeshwari,2026-04-11,College,Facilities,lift,Positive,0.84,Low,Working professional,Not Required,Hinglish,Synthetic Survey,seating drinking water facility needed,6,Station Seating & Signage Amenities
MPF01135,"Today, The train was delayed by 15 minutes and I missed my connection.",2,Line 7,Aarey,2026-07-28,Shopping,Delay,service_frequency,Negative,-0.46,High,Tourist,In Review,English,Synthetic Survey,today train delayed 15 minute missed connection,7,Train & Platform Overcrowding
MPF01136,"Overall, The escalator was not working and needs maintenance.",2,Line 3,SEEPZ,2026-05-12,Shopping,Maintenance,signage_and_fixtures,Negative,-0.7,High,Senior citizen,Open,English,Synthetic Survey,overall escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF01137,The staff member at the counter was rude and unhelpful.,1,Line 3,SEEPZ,2026-01-01,Other,Staff Behaviour,staff_politeness,Negative,-0.57,High,Senior citizen,In Review,English,Synthetic Review,staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF01138,"During my trip, The staff member at the counter was rude and unhelpful.",2,Line 3,BKC,2026-07-17,Shopping,Staff Behaviour,security_assistance,Negative,-0.79,High,General,Open,Hinglish,Synthetic Review,trip staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF01139,"Today, The station infrastructure appeared well maintained.",3,Line 1,Azad Nagar,2026-08-01,Daily commute,Maintenance,equipment,Neutral,-0.04,Medium,Tourist,Not Required,English,Synthetic Review,today station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF01140,"In my experience, The escalator was not working and needs maintenance.",2,Line 3,BKC,2026-03-09,College,Maintenance,infrastructure,Negative,-0.68,High,Student,In Review,English,Synthetic Review,experience escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF01141,"Overall, Train service was running late today. Please improve punctuality.",2,Line 6,Jogeshwari,2026-08-29,Daily commute,Delay,service_frequency,Negative,-0.95,High,Student,Resolved,English,Synthetic Complaint,overall train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF01142,"In my experience, Buying the ticket was quick and easy.",5,Line 1,Ghatkopar,2026-07-05,Tourism,Ticketing,counter_queue,Positive,0.76,Low,Senior citizen,Not Required,English,Synthetic Complaint,experience buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
MPF01143,"Today, The station staff were polite and helpful.",4,Line 2A,Goregaon West,2026-03-08,Work,Staff Behaviour,staff_politeness,Positive,0.68,Low,Tourist,Resolved,English,Synthetic Complaint,today station staff polite helpful,5,Station Staff Behavior & Security
MPF01144,"Overall, The ticket price feels expensive for a short journey.",2,Line 7,Goregaon East,2026-02-09,College,Fare,fare_value,Negative,-0.73,High,Senior citizen,Not Required,Hinglish,Synthetic Survey,overall ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF01145,Seats and windows were clean during my journey.,5,Line 1,DN Nagar,2026-06-07,Tourism,Cleanliness,station_cleanliness,Positive,0.69,Low,General,Not Required,English,Synthetic Complaint,seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01146,"Today, Seats and windows were clean during my journey.",5,Line 1,Versova,2026-02-07,College,Cleanliness,station_cleanliness,Positive,0.77,Low,Student,Not Required,Hinglish,Synthetic Survey,today seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01147,"During my trip, It was difficult to connect from the metro to the bus stop.",1,Line 2A,Goregaon West,2026-02-12,Shopping,Connectivity,interchange,Negative,-0.75,High,Tourist,Resolved,English,Synthetic Survey,trip difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF01148,"Overall, The coach condition was good and everything looked maintained.",5,Line 6,Vikhroli,2026-01-10,Shopping,Maintenance,equipment,Positive,0.77,Low,Tourist,Not Required,English,Synthetic Survey,overall coach condition good everything looked maintained,0,Coach & Infrastructure Maintenance
MPF01149,"During my trip, The station infrastructure appeared well maintained.",4,Line 2A,Dahisar East,2026-06-02,Daily commute,Maintenance,signage_and_fixtures,Positive,0.72,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey,trip station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF01150,"Today, The escalator was not working and needs maintenance.",3,Line 6,Swami Samarth Nagar,2026-03-23,Other,Maintenance,infrastructure,Neutral,0.1,Medium,Senior citizen,Not Required,English,Synthetic Complaint,today escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF01151,Good value for money compared with other transport options.,4,Line 7,Mogharpada,2026-03-29,Other,Fare,fare_complaint,Positive,0.93,Low,Working professional,Not Required,English,Synthetic Review,good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF01152,"During my trip, I felt safe throughout the journey and at the station.",5,Line 1,Ghatkopar,2026-06-04,Daily commute,Safety,general_safety,Positive,0.71,Low,Senior citizen,Not Required,English,Synthetic Complaint,trip felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF01153,"During my trip, The coach was clean and well maintained.",5,Line 1,Versova,2026-03-12,Work,Cleanliness,station_cleanliness,Positive,0.91,Low,General,Not Required,English,Synthetic Survey,trip coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF01154,"During my trip, Seats and windows were clean during my journey.",4,Line 6,Kanjurmarg,2026-03-27,Daily commute,Cleanliness,station_cleanliness,Positive,0.91,Low,Senior citizen,Not Required,Hinglish,Synthetic Complaint,trip seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01155,The coach was clean and well maintained.,4,Line 1,DN Nagar,2026-03-09,Daily commute,Cleanliness,coach_cleanliness,Positive,0.91,Low,Tourist,Resolved,English,Synthetic Survey,coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF01156,"Overall, The station staff were polite and helpful.",5,Line 6,Kanjurmarg,2026-07-06,Tourism,Staff Behaviour,security_assistance,Positive,0.81,Low,Student,Not Required,English,Synthetic Survey,overall station staff polite helpful,5,Station Staff Behavior & Security
MPF01157,It was difficult to connect from the metro to the bus stop.,3,Line 2A,Shimpoli,2026-04-21,Tourism,Connectivity,interchange,Neutral,0.08,Medium,Working professional,Open,English,Synthetic Survey,difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF01158,"Overall, Security staff guided me properly when I asked for help.",4,Line 6,Vikhroli,2026-06-30,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.94,Low,General,Resolved,English,Synthetic Survey,overall security staff guided properly asked help,5,Station Staff Behavior & Security
MPF01159,"Today, The station has clean lifts and working escalators.",5,Line 7,Mogharpada,2026-02-03,College,Facilities,seating_and_water,Positive,0.63,Low,Working professional,Resolved,English,Synthetic Survey,today station clean lift working escalator,1,Escalator & Lift Operational Maintenance
MPF01160,The station staff were polite and helpful.,5,Line 1,DN Nagar,2026-07-03,Work,Staff Behaviour,staff_politeness,Positive,0.6,Low,Senior citizen,Resolved,Hinglish,Synthetic Survey,station staff polite helpful,5,Station Staff Behavior & Security
MPF01161,"Today, Seats and windows were clean during my journey.",5,Line 1,Azad Nagar,2026-06-18,Other,Cleanliness,washroom_cleanliness,Positive,0.61,Low,Student,Not Required,Hinglish,Synthetic Review,today seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01162,"Today, The staff member at the counter was rude and unhelpful.",1,Line 7,Jogeshwari East,2026-01-13,Other,Staff Behaviour,staff_helpfulness,Negative,-0.84,High,Working professional,In Review,English,Synthetic Review,today staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF01163,The lift was out of service and caused inconvenience.,2,Line 1,Azad Nagar,2026-03-14,Work,Facilities,escalator,Negative,-0.64,High,Tourist,In Review,English,Synthetic Survey,lift service caused inconvenience,2,Train Service Delays & Inconvenience
MPF01164,Frequent delays on this route are becoming difficult for daily commuters.,3,Line 2A,Poisar,2026-04-10,College,Delay,service_frequency,Neutral,-0.01,Medium,Working professional,In Review,English,Synthetic Review,frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF01165,Please train staff to respond more politely to passengers.,2,Line 2A,Poisar,2026-03-10,Shopping,Staff Behaviour,security_assistance,Negative,-0.56,High,Working professional,Open,Hinglish,Synthetic Survey,please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF01166,"In my experience, Buying the ticket was quick and easy.",5,Line 7,Mogharpada,2026-03-06,Daily commute,Ticketing,ticket_machine,Positive,0.85,Low,Student,Not Required,English,Synthetic Review,experience buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
MPF01167,"Today, The escalator was not working and needs maintenance.",3,Line 6,Kanjurmarg,2026-03-29,Daily commute,Maintenance,infrastructure,Neutral,-0.1,Medium,Senior citizen,Resolved,English,Synthetic Complaint,today escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF01168,"During my trip, The coach was extremely crowded during peak hours.",2,Line 3,MIDC,2026-08-04,College,Crowding,platform_crowding,Negative,-0.8,High,General,Resolved,English,Synthetic Complaint,trip coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF01169,"Today, I felt safe throughout the journey and at the station.",5,Line 6,Kanjurmarg,2026-07-14,Work,Safety,platform_safety,Positive,0.63,Low,Senior citizen,Not Required,English,Synthetic Review,today felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF01170,"In my experience, The lift was out of service and caused inconvenience.",1,Line 6,Shyam Nagar,2026-08-10,Daily commute,Facilities,lift,Negative,-0.54,High,General,Open,Hinglish,Synthetic Review,experience lift service caused inconvenience,2,Train Service Delays & Inconvenience
MPF01171,"In my experience, The fare is reasonable for the service provided.",4,Line 2A,Poisar,2026-01-03,Work,Fare,frequent_commuter_cost,Positive,0.84,Low,Working professional,Not Required,English,Synthetic Review,experience fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF01172,There should be more working ticket counters during rush hours.,2,Line 3,Aarey JVLR,2026-05-18,Tourism,Ticketing,qr_scanner,Negative,-0.4,High,Student,In Review,English,Synthetic Complaint,working ticket counter rush hour,1,Escalator & Lift Operational Maintenance
MPF01173,"Overall, The seating area and signage were useful.",3,Line 2A,Dahisar East,2026-01-23,Shopping,Facilities,seating_and_water,Neutral,0.09,Medium,Working professional,In Review,English,Synthetic Survey,overall seating area signage useful,6,Station Seating & Signage Amenities
MPF01174,"Today, The station infrastructure appeared well maintained.",4,Line 6,Jogeshwari,2026-06-10,Shopping,Maintenance,signage_and_fixtures,Positive,0.92,Low,General,Resolved,English,Synthetic Survey,today station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF01175,"Overall, The staff member at the counter was rude and unhelpful.",1,Line 1,Versova,2026-01-16,Work,Staff Behaviour,security_assistance,Negative,-0.51,High,Working professional,In Review,English,Synthetic Review,overall staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF01176,The escalator was not working and needs maintenance.,2,Line 3,MIDC,2026-05-02,College,Maintenance,equipment,Negative,-0.73,High,Tourist,Not Required,English,Synthetic Survey,escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF01177,"Overall, I felt safe throughout the journey and at the station.",5,Line 1,DN Nagar,2026-02-28,Work,Safety,general_safety,Positive,0.59,Low,Working professional,Not Required,English,Synthetic Review,overall felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF01178,"Overall, The interchange process was smooth and well signposted.",5,Line 2A,Kandarpada,2026-08-03,Tourism,Connectivity,bus_connection,Positive,0.76,Low,Working professional,Not Required,Hinglish,Synthetic Complaint,overall interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF01179,The ticket machine was not working and caused a queue.,2,Line 7,Goregaon East,2026-01-30,Shopping,Ticketing,qr_scanner,Negative,-0.71,High,General,Not Required,English,Synthetic Complaint,ticket machine working caused queue,1,Escalator & Lift Operational Maintenance
MPF01180,"Today, The station staff were polite and helpful.",5,Line 2A,Dahisar East,2026-07-24,Tourism,Staff Behaviour,staff_politeness,Positive,0.91,Low,Working professional,Resolved,English,Synthetic Survey,today station staff polite helpful,5,Station Staff Behavior & Security
