feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text
MPF00856,"In my experience, The QR ticket scanner worked smoothly.",4,Line 2A,Goregaon West,2026-04-20,Shopping,Ticketing,ticket_machine,Positive,0.67,Low,Working professional,Not Required,English,Synthetic Review,experience qr ticket scanner worked smoothly
MPF00857,"During my trip, The interchange process was smooth and well signposted.",5,Line 2A,Poisar,2026-07-02,Shopping,Connectivity,interchange,Positive,0.75,Low,Student,Not Required,Hinglish,Synthetic Complaint,trip interchange process smooth well signposted
MPF00858,"Overall, The coach condition was good and everything looked maintained.",5,Line 3,MIDC,2026-01-22,Tourism,Maintenance,infrastructure,Positive,0.7,Low,Student,Not Required,English,Synthetic Complaint,overall coach condition good everything looked maintained
MPF00859,"Overall, Please train staff to respond more politely to passengers.",1,Line 6,Jogeshwari,2026-07-16,Tourism,Staff Behaviour,staff_helpfulness,Negative,-0.87,High,Tourist,Open,English,Synthetic Survey,overall please train staff respond politely passenger
MPF00860,The QR ticket scanner worked smoothly.,5,Line 7,Jogeshwari East,2026-07-13,Tourism,Ticketing,qr_scanner,Positive,0.83,Low,Tourist,Resolved,Hinglish,Synthetic Survey,qr ticket scanner worked smoothly
MPF00861,"Overall, The seating area and signage were useful.",4,Line 3,BKC,2026-06-29,Shopping,Facilities,lift,Positive,0.73,Low,General,Not Required,English,Synthetic Review,overall seating area signage useful
MPF00862,Train service was running late today. Please improve punctuality.,2,Line 3,MIDC,2026-07-25,Daily commute,Delay,missed_connection,Negative,-0.83,High,Student,Open,Hinglish,Synthetic Complaint,train service running late today please improve punctuality
MPF00863,Better last-mile connectivity would help passengers.,3,Line 3,MIDC,2026-06-16,College,Connectivity,interchange,Neutral,-0.08,Medium,Senior citizen,In Review,English,Synthetic Complaint,better lastmile connectivity would help passenger
MPF00864,"During my trip, It was difficult to connect from the metro to the bus stop.",3,Line 2A,Kandarpada,2026-07-04,Shopping,Connectivity,interchange,Neutral,0.02,Medium,Tourist,In Review,English,Synthetic Complaint,trip difficult connect metro bus stop
MPF00865,"Today, The station has clean lifts and working escalators.",5,Line 2A,Goregaon West,2026-01-25,Daily commute,Facilities,seating_and_water,Positive,0.61,Low,Student,Not Required,English,Synthetic Complaint,today station clean lift working escalator
MPF00866,"Today, The coach was clean and well maintained.",5,Line 3,SEEPZ,2026-08-26,College,Cleanliness,coach_cleanliness,Positive,0.61,Low,General,Resolved,Hinglish,Synthetic Survey,today coach clean well maintained
MPF00867,"In my experience, Good value for money compared with other transport options.",5,Line 7,Goregaon East,2026-02-09,Tourism,Fare,fare_value,Positive,0.92,Low,General,Not Required,English,Synthetic Complaint,experience good value money compared transport option
MPF00868,The train had comfortable space and was not crowded.,5,Line 2A,Kandarpada,2026-06-21,Tourism,Crowding,door_area_crowding,Positive,0.87,Low,Tourist,Resolved,English,Synthetic Complaint,train comfortable space crowded
MPF00869,Train service was running late today. Please improve punctuality.,3,Line 2A,Shimpoli,2026-08-18,Work,Delay,late_train,Neutral,-0.07,Medium,Tourist,In Review,Hinglish,Synthetic Survey,train service running late today please improve punctuality
MPF00870,"Today, More seating and drinking water facilities are needed.",3,Line 2A,Goregaon West,2026-06-30,Daily commute,Facilities,escalator,Neutral,-0.04,Medium,Working professional,Resolved,English,Synthetic Review,today seating drinking water facility needed
MPF00871,The interchange process was smooth and well signposted.,5,Line 7,Goregaon East,2026-05-06,Work,Connectivity,last_mile,Positive,0.89,Low,Senior citizen,Resolved,English,Synthetic Review,interchange process smooth well signposted
MPF00872,"During my trip, Better last-mile connectivity would help passengers.",3,Line 7,Aarey,2026-04-19,College,Connectivity,interchange,Neutral,-0.09,Medium,Tourist,In Review,English,Synthetic Complaint,trip better lastmile connectivity would help passenger
MPF00873,"Overall, Please train staff to respond more politely to passengers.",1,Line 6,Kanjurmarg,2026-01-25,College,Staff Behaviour,staff_helpfulness,Negative,-0.83,High,General,In Review,English,Synthetic Review,overall please train staff respond politely passenger
MPF00874,"During my trip, Very little waiting time today; the train arrived on schedule.",5,Line 7,Mogharpada,2026-08-09,Other,Delay,missed_connection,Positive,0.71,Low,Senior citizen,Resolved,English,Synthetic Survey,trip little waiting time today train arrived schedule
MPF00875,"Today, More seating and drinking water facilities are needed.",4,Line 3,BKC,2026-02-15,Daily commute,Facilities,lift,Positive,0.87,Low,Senior citizen,Resolved,English,Synthetic Complaint,today seating drinking water facility needed
MPF00876,The coach was clean and well maintained.,5,Line 1,Azad Nagar,2026-07-08,Tourism,Cleanliness,coach_cleanliness,Positive,0.59,Low,Senior citizen,Resolved,Hinglish,Synthetic Complaint,coach clean well maintained
MPF00877,The train had comfortable space and was not crowded.,5,Line 7,Goregaon East,2026-01-22,Other,Crowding,peak_hour_crowding,Positive,0.72,Low,Student,Resolved,English,Synthetic Review,train comfortable space crowded
MPF00878,"In my experience, The ticket machine was not working and caused a queue.",2,Line 3,Aarey JVLR,2026-03-29,Other,Ticketing,counter_queue,Negative,-0.85,High,Student,In Review,English,Synthetic Survey,experience ticket machine working caused queue
MPF00879,Broken fixtures and damaged signs should be repaired.,1,Line 6,Swami Samarth Nagar,2026-07-21,Daily commute,Maintenance,infrastructure,Negative,-0.84,High,Working professional,Not Required,English,Synthetic Survey,broken fixture damaged sign repaired
MPF00880,"Overall, The station has clean lifts and working escalators.",5,Line 2A,Kandarpada,2026-04-08,Other,Facilities,seating_and_water,Positive,0.88,Low,Working professional,Not Required,English,Synthetic Survey,overall station clean lift working escalator
MPF00881,"During my trip, The ticket machine was not working and caused a queue.",2,Line 7,Dindoshi,2026-03-08,Work,Ticketing,qr_scanner,Negative,-0.81,High,Senior citizen,Open,Hinglish,Synthetic Review,trip ticket machine working caused queue
MPF00882,"In my experience, Please improve cleanliness in the washroom area.",2,Line 3,SEEPZ,2026-09-01,Other,Cleanliness,washroom_cleanliness,Negative,-0.74,High,General,Open,English,Synthetic Survey,experience please improve cleanliness washroom area
MPF00883,"Today, It was difficult to connect from the metro to the bus stop.",2,Line 3,MIDC,2026-05-12,Other,Connectivity,interchange,Negative,-0.56,High,Senior citizen,In Review,English,Synthetic Survey,today difficult connect metro bus stop
MPF00884,The seating area and signage were useful.,5,Line 7,Dindoshi,2026-04-07,Work,Facilities,seating_and_water,Positive,0.81,Low,Tourist,Not Required,English,Synthetic Complaint,seating area signage useful
MPF00885,"During my trip, I felt safe throughout the journey and at the station.",4,Line 6,Swami Samarth Nagar,2026-03-20,Shopping,Safety,platform_safety,Positive,0.61,Low,Senior citizen,Not Required,English,Synthetic Review,trip felt safe throughout journey station
MPF00886,"In my experience, The coach was extremely crowded during peak hours.",2,Line 3,BKC,2026-03-06,Other,Crowding,platform_crowding,Negative,-0.59,High,Tourist,Resolved,English,Synthetic Survey,experience coach extremely crowded peak hour
MPF00887,"Today, Please improve passenger safety near the platform edge.",2,Line 7,Mogharpada,2026-04-13,Work,Safety,general_safety,Negative,-0.93,High,General,In Review,English,Synthetic Complaint,today please improve passenger safety near platform edge
MPF00888,"In my experience, It was difficult to connect from the metro to the bus stop.",3,Line 1,DN Nagar,2026-01-24,Tourism,Connectivity,bus_connection,Neutral,-0.06,Medium,Working professional,In Review,English,Synthetic Survey,experience difficult connect metro bus stop
MPF00889,"Today, More seating and drinking water facilities are needed.",2,Line 2A,Kandarpada,2026-03-02,Work,Facilities,lift,Negative,-0.55,High,Working professional,Not Required,English,Synthetic Survey,today seating drinking water facility needed
MPF00890,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 3,Aarey JVLR,2026-02-24,Work,Staff Behaviour,staff_helpfulness,Negative,-0.95,High,Senior citizen,Resolved,English,Synthetic Complaint,experience staff member counter rude unhelpful
MPF00891,"Overall, The station staff were polite and helpful.",5,Line 3,Marol Naka,2026-08-12,Work,Staff Behaviour,staff_helpfulness,Positive,0.86,Low,Tourist,Resolved,English,Synthetic Complaint,overall station staff polite helpful
MPF00892,"Today, The metro connection to other transport was convenient.",5,Line 6,Vikhroli,2026-05-09,Tourism,Connectivity,interchange,Positive,0.56,Low,Working professional,Not Required,English,Synthetic Review,today metro connection transport convenient
MPF00893,"Overall, The fare is reasonable for the service provided.",4,Line 6,Kanjurmarg,2026-06-17,Daily commute,Fare,fare_value,Positive,0.75,Low,Working professional,Not Required,English,Synthetic Review,overall fare reasonable service provided
MPF00894,"Today, The QR ticket scanner worked smoothly.",4,Line 3,MIDC,2026-03-30,Shopping,Ticketing,qr_scanner,Positive,0.65,Low,Working professional,Not Required,English,Synthetic Survey,today qr ticket scanner worked smoothly
MPF00895,"Overall, Train service was running late today. Please improve punctuality.",3,Line 1,Azad Nagar,2026-07-17,Other,Delay,late_train,Neutral,0.0,Medium,Tourist,Resolved,English,Synthetic Review,overall train service running late today please improve punctuality
MPF00896,"Today, Buying the ticket was quick and easy.",5,Line 7,Jogeshwari East,2026-04-19,Shopping,Ticketing,qr_scanner,Positive,0.7,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey,today buying ticket quick easy
MPF00897,"In my experience, The coach was extremely crowded during peak hours.",2,Line 3,Aarey JVLR,2026-01-11,Tourism,Crowding,peak_hour_crowding,Negative,-0.83,High,Tourist,Resolved,English,Synthetic Review,experience coach extremely crowded peak hour
MPF00898,"During my trip, I felt safe throughout the journey and at the station.",5,Line 3,Marol Naka,2026-02-15,Other,Safety,security_presence,Positive,0.72,Low,Senior citizen,Resolved,English,Synthetic Review,trip felt safe throughout journey station
MPF00899,"During my trip, Frequent delays on this route are becoming difficult for daily commuters.",1,Line 7,Jogeshwari East,2026-01-22,College,Delay,missed_connection,Negative,-0.59,High,Student,Open,English,Synthetic Survey,trip frequent delay route becoming difficult daily commuter
MPF00900,"During my trip, Crowding near the doors made boarding difficult.",2,Line 1,DN Nagar,2026-01-20,Other,Crowding,door_area_crowding,Negative,-0.37,High,General,Resolved,English,Synthetic Survey,trip crowding near door made boarding difficult
MPF00901,"In my experience, The coach was extremely crowded during peak hours.",1,Line 7,Aarey,2026-09-01,Other,Crowding,platform_crowding,Negative,-0.75,High,Senior citizen,Not Required,English,Synthetic Survey,experience coach extremely crowded peak hour
MPF00902,"In my experience, The fare is reasonable for the service provided.",4,Line 7,Aarey,2026-04-06,Tourism,Fare,frequent_commuter_cost,Positive,0.95,Low,General,Resolved,English,Synthetic Survey,experience fare reasonable service provided
MPF00903,"Overall, Good value for money compared with other transport options.",5,Line 3,MIDC,2026-03-11,Daily commute,Fare,fare_value,Positive,0.75,Low,General,Resolved,English,Synthetic Review,overall good value money compared transport option
MPF00904,"Overall, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 3,MIDC,2026-03-25,Tourism,Delay,late_train,Negative,-0.79,High,Senior citizen,Open,English,Synthetic Complaint,overall frequent delay route becoming difficult daily commuter
MPF00905,"Today, There should be more working ticket counters during rush hours.",3,Line 1,Ghatkopar,2026-03-29,Shopping,Ticketing,counter_queue,Neutral,-0.03,Medium,Tourist,Not Required,Hinglish,Synthetic Review,today working ticket counter rush hour
MPF00906,"Today, Crowding near the doors made boarding difficult.",2,Line 7,Jogeshwari East,2026-08-07,Work,Crowding,platform_crowding,Negative,-0.63,High,Tourist,Not Required,English,Synthetic Complaint,today crowding near door made boarding difficult
MPF00907,"Overall, The interchange process was smooth and well signposted.",5,Line 1,Azad Nagar,2026-06-09,College,Connectivity,last_mile,Positive,0.7,Low,Senior citizen,Not Required,English,Synthetic Survey,overall interchange process smooth well signposted
MPF00908,Please improve passenger safety near the platform edge.,2,Line 2A,Goregaon West,2026-08-31,Shopping,Safety,platform_safety,Negative,-0.62,High,Working professional,In Review,English,Synthetic Complaint,please improve passenger safety near platform edge
MPF00909,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 1,Azad Nagar,2026-04-18,Work,Staff Behaviour,security_assistance,Negative,-0.84,High,Tourist,In Review,English,Synthetic Survey,experience staff member counter rude unhelpful
MPF00910,"During my trip, I felt safe throughout the journey and at the station.",5,Line 7,Goregaon East,2026-07-31,Shopping,Safety,security_presence,Positive,0.76,Low,Working professional,Not Required,Hinglish,Synthetic Review,trip felt safe throughout journey station
MPF00911,"In my experience, Good value for money compared with other transport options.",5,Line 2A,Shimpoli,2026-06-17,Other,Fare,fare_complaint,Positive,0.86,Low,Working professional,Not Required,English,Synthetic Complaint,experience good value money compared transport option
MPF00912,"Overall, The station staff were polite and helpful.",5,Line 3,Marol Naka,2026-06-06,Tourism,Staff Behaviour,staff_politeness,Positive,0.79,Low,Student,Not Required,English,Synthetic Review,overall station staff polite helpful
MPF00913,The station has clean lifts and working escalators.,5,Line 2A,Goregaon West,2026-04-05,Other,Facilities,seating_and_water,Positive,0.9,Low,Tourist,Not Required,English,Synthetic Review,station clean lift working escalator
MPF00914,"Overall, The lift was out of service and caused inconvenience.",2,Line 2A,Shimpoli,2026-06-25,Daily commute,Facilities,seating_and_water,Negative,-0.91,High,Working professional,Resolved,English,Synthetic Survey,overall lift service caused inconvenience
MPF00915,Crowding near the doors made boarding difficult.,3,Line 3,MIDC,2026-07-11,Work,Crowding,peak_hour_crowding,Neutral,0.07,Medium,Working professional,Not Required,English,Synthetic Survey,crowding near door made boarding difficult
MPF00916,"Today, More seating and drinking water facilities are needed.",3,Line 3,BKC,2026-05-04,Tourism,Facilities,seating_and_water,Neutral,0.08,Medium,Student,Not Required,English,Synthetic Review,today seating drinking water facility needed
MPF00917,"Today, The fare is reasonable for the service provided.",5,Line 1,Versova,2026-07-14,Shopping,Fare,frequent_commuter_cost,Positive,0.8,Low,Tourist,Not Required,English,Synthetic Review,today fare reasonable service provided
MPF00918,"During my trip, Please improve passenger safety near the platform edge.",2,Line 1,DN Nagar,2026-01-19,Shopping,Safety,security_presence,Negative,-0.4,High,Working professional,Resolved,English,Synthetic Complaint,trip please improve passenger safety near platform edge
MPF00919,"Today, The QR ticket scanner worked smoothly.",5,Line 3,MIDC,2026-05-14,Other,Ticketing,counter_queue,Positive,0.86,Low,Senior citizen,Not Required,English,Synthetic Survey,today qr ticket scanner worked smoothly
MPF00920,"During my trip, Security presence at the station was reassuring.",5,Line 1,DN Nagar,2026-06-22,Work,Safety,security_presence,Positive,0.93,Low,General,Resolved,English,Synthetic Review,trip security presence station reassuring
MPF00921,"During my trip, The train had comfortable space and was not crowded.",5,Line 2A,Shimpoli,2026-07-04,Work,Crowding,platform_crowding,Positive,0.56,Low,General,Not Required,English,Synthetic Review,trip train comfortable space crowded
MPF00922,"Overall, The lift was out of service and caused inconvenience.",3,Line 6,Vikhroli,2026-02-13,College,Facilities,seating_and_water,Neutral,0.07,Medium,General,Resolved,English,Synthetic Complaint,overall lift service caused inconvenience
MPF00923,More seating and drinking water facilities are needed.,3,Line 3,MIDC,2026-02-20,Work,Facilities,escalator,Neutral,-0.06,Medium,Working professional,Not Required,English,Synthetic Complaint,seating drinking water facility needed
MPF00924,"In my experience, The coach condition was good and everything looked maintained.",5,Line 3,Marol Naka,2026-01-18,College,Maintenance,equipment,Positive,0.85,Low,Student,Not Required,English,Synthetic Complaint,experience coach condition good everything looked maintained
MPF00925,"Today, The metro connection to other transport was convenient.",5,Line 6,Kanjurmarg,2026-08-08,Work,Connectivity,interchange,Positive,0.76,Low,Senior citizen,Resolved,English,Synthetic Complaint,today metro connection transport convenient
MPF00926,"During my trip, The coach was extremely crowded during peak hours.",3,Line 2A,Poisar,2026-05-14,Other,Crowding,door_area_crowding,Neutral,-0.04,Medium,Working professional,Not Required,English,Synthetic Survey,trip coach extremely crowded peak hour
MPF00927,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 1,DN Nagar,2026-05-03,Tourism,Staff Behaviour,staff_politeness,Negative,-0.67,High,Student,Not Required,English,Synthetic Survey,experience staff member counter rude unhelpful
MPF00928,"In my experience, The lift was out of service and caused inconvenience.",3,Line 3,Aarey JVLR,2026-07-04,Shopping,Facilities,escalator,Neutral,-0.06,Medium,Senior citizen,Resolved,English,Synthetic Survey,experience lift service caused inconvenience
MPF00929,"During my trip, Broken fixtures and damaged signs should be repaired.",2,Line 2A,Goregaon West,2026-03-14,Shopping,Maintenance,signage_and_fixtures,Negative,-0.59,High,Working professional,Resolved,English,Synthetic Complaint,trip broken fixture damaged sign repaired
MPF00930,"During my trip, It was difficult to connect from the metro to the bus stop.",3,Line 7,Goregaon East,2026-01-02,Other,Connectivity,bus_connection,Neutral,0.0,Medium,Tourist,Open,English,Synthetic Review,trip difficult connect metro bus stop
MPF00931,The lift was out of service and caused inconvenience.,2,Line 6,Vikhroli,2026-07-19,Daily commute,Facilities,lift,Negative,-0.55,High,Tourist,Open,English,Synthetic Survey,lift service caused inconvenience
MPF00932,"In my experience, The QR ticket scanner worked smoothly.",5,Line 2A,Shimpoli,2026-02-19,College,Ticketing,counter_queue,Positive,0.59,Low,General,Not Required,English,Synthetic Survey,experience qr ticket scanner worked smoothly
MPF00933,"In my experience, The escalator was not working and needs maintenance.",2,Line 2A,Shimpoli,2026-08-28,Shopping,Maintenance,equipment,Negative,-0.56,High,Senior citizen,In Review,English,Synthetic Review,experience escalator working need maintenance
MPF00934,"During my trip, The QR ticket scanner worked smoothly.",5,Line 7,Dindoshi,2026-01-15,Shopping,Ticketing,counter_queue,Positive,0.73,Low,General,Not Required,English,Synthetic Review,trip qr ticket scanner worked smoothly
MPF00935,"Overall, The seating area and signage were useful.",4,Line 7,Dindoshi,2026-07-22,College,Facilities,escalator,Positive,0.81,Low,Senior citizen,Not Required,Hinglish,Synthetic Review,overall seating area signage useful
MPF00936,"In my experience, It was difficult to connect from the metro to the bus stop.",3,Line 7,Mogharpada,2026-07-05,College,Connectivity,bus_connection,Neutral,-0.01,Medium,Student,Open,English,Synthetic Review,experience difficult connect metro bus stop
MPF00937,"Today, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 6,Vikhroli,2026-03-29,Tourism,Delay,service_frequency,Negative,-0.78,High,General,Open,English,Synthetic Complaint,today frequent delay route becoming difficult daily commuter
MPF00938,"Today, The seating area and signage were useful.",4,Line 6,Shyam Nagar,2026-05-31,Daily commute,Facilities,escalator,Positive,0.9,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey,today seating area signage useful
MPF00939,"Overall, The metro connection to other transport was convenient.",5,Line 6,Jogeshwari,2026-02-05,Other,Connectivity,interchange,Positive,0.78,Low,Senior citizen,Resolved,English,Synthetic Survey,overall metro connection transport convenient
MPF00940,"During my trip, The lift was out of service and caused inconvenience.",2,Line 7,Goregaon East,2026-06-04,College,Facilities,seating_and_water,Negative,-0.81,High,Senior citizen,In Review,English,Synthetic Review,trip lift service caused inconvenience
MPF00941,"Today, Please improve cleanliness in the washroom area.",2,Line 1,DN Nagar,2026-05-25,Tourism,Cleanliness,station_cleanliness,Negative,-0.47,High,Student,In Review,Hinglish,Synthetic Survey,today please improve cleanliness washroom area
MPF00942,"In my experience, Please improve passenger safety near the platform edge.",2,Line 1,Ghatkopar,2026-07-24,Other,Safety,general_safety,Negative,-0.57,High,Student,Resolved,English,Synthetic Survey,experience please improve passenger safety near platform edge
MPF00943,"Today, The lift was out of service and caused inconvenience.",2,Line 1,Ghatkopar,2026-06-15,Other,Facilities,seating_and_water,Negative,-0.67,High,Working professional,Not Required,English,Synthetic Survey,today lift service caused inconvenience
MPF00944,"Today, Better last-mile connectivity would help passengers.",4,Line 7,Jogeshwari East,2026-02-08,Tourism,Connectivity,bus_connection,Positive,0.67,Low,Tourist,Not Required,English,Synthetic Review,today better lastmile connectivity would help passenger
MPF00945,"Overall, Please improve passenger safety near the platform edge.",3,Line 2A,Goregaon West,2026-03-20,Other,Safety,platform_safety,Neutral,0.09,Medium,General,Open,English,Synthetic Survey,overall please improve passenger safety near platform edge
MPF00946,"In my experience, The metro connection to other transport was convenient.",5,Line 1,Andheri,2026-02-11,College,Connectivity,bus_connection,Positive,0.93,Low,Senior citizen,Not Required,Hinglish,Synthetic Review,experience metro connection transport convenient
MPF00947,"Overall, Security staff guided me properly when I asked for help.",4,Line 7,Dindoshi,2026-04-25,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.6,Low,Student,Not Required,English,Synthetic Survey,overall security staff guided properly asked help
MPF00948,Please train staff to respond more politely to passengers.,1,Line 3,MIDC,2026-07-13,Tourism,Staff Behaviour,staff_politeness,Negative,-0.37,High,General,Not Required,English,Synthetic Survey,please train staff respond politely passenger
MPF00949,"During my trip, The station infrastructure appeared well maintained.",4,Line 1,Azad Nagar,2026-08-30,Daily commute,Maintenance,equipment,Positive,0.63,Low,General,Resolved,English,Synthetic Survey,trip station infrastructure appeared well maintained
MPF00950,Please review the fare for frequent daily commuters.,3,Line 1,Andheri,2026-06-29,College,Fare,fare_value,Neutral,-0.03,Medium,Student,In Review,English,Synthetic Survey,please review fare frequent daily commuter
MPF00951,"During my trip, Very little waiting time today; the train arrived on schedule.",4,Line 3,Marol Naka,2026-02-05,Work,Delay,missed_connection,Positive,0.61,Low,Working professional,Resolved,English,Synthetic Survey,trip little waiting time today train arrived schedule
MPF00952,"During my trip, Train service was running late today. Please improve punctuality.",2,Line 3,Aarey JVLR,2026-02-16,Work,Delay,service_frequency,Negative,-0.58,High,Tourist,Resolved,English,Synthetic Complaint,trip train service running late today please improve punctuality
MPF00953,"During my trip, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 1,DN Nagar,2026-08-16,College,Delay,service_frequency,Negative,-0.57,High,General,In Review,English,Synthetic Survey,trip frequent delay route becoming difficult daily commuter
MPF00954,"Today, The fare is reasonable for the service provided.",5,Line 1,DN Nagar,2026-04-18,Work,Fare,fare_value,Positive,0.84,Low,Working professional,Not Required,English,Synthetic Survey,today fare reasonable service provided
MPF00955,"Today, More seating and drinking water facilities are needed.",3,Line 1,Azad Nagar,2026-02-02,Other,Facilities,escalator,Neutral,0.07,Medium,Student,Resolved,English,Synthetic Review,today seating drinking water facility needed
MPF00956,"Today, The coach condition was good and everything looked maintained.",5,Line 6,Shyam Nagar,2026-01-22,Work,Maintenance,signage_and_fixtures,Positive,0.63,Low,General,Not Required,English,Synthetic Complaint,today coach condition good everything looked maintained
MPF00957,"Overall, Buying the ticket was quick and easy.",5,Line 1,Azad Nagar,2026-05-14,Other,Ticketing,qr_scanner,Positive,0.62,Low,Senior citizen,Resolved,English,Synthetic Complaint,overall buying ticket quick easy
MPF00958,"During my trip, The train had comfortable space and was not crowded.",5,Line 6,Shyam Nagar,2026-02-06,Daily commute,Crowding,platform_crowding,Positive,0.78,Low,Tourist,Not Required,English,Synthetic Survey,trip train comfortable space crowded
MPF00959,Crowding near the doors made boarding difficult.,3,Line 1,DN Nagar,2026-02-24,College,Crowding,door_area_crowding,Neutral,-0.0,Medium,Working professional,Resolved,English,Synthetic Review,crowding near door made boarding difficult
MPF00960,"During my trip, Better last-mile connectivity would help passengers.",4,Line 6,Shyam Nagar,2026-06-19,College,Connectivity,interchange,Positive,0.92,Low,Working professional,Resolved,English,Synthetic Review,trip better lastmile connectivity would help passenger
MPF00961,"Today, Buying the ticket was quick and easy.",4,Line 7,Mogharpada,2026-05-21,Work,Ticketing,qr_scanner,Positive,0.94,Low,Student,Not Required,English,Synthetic Survey,today buying ticket quick easy
MPF00962,"Today, Security presence at the station was reassuring.",5,Line 7,Dindoshi,2026-02-26,Daily commute,Safety,platform_safety,Positive,0.94,Low,General,Not Required,English,Synthetic Complaint,today security presence station reassuring
MPF00963,"In my experience, It was difficult to connect from the metro to the bus stop.",3,Line 2A,Kandarpada,2026-02-10,Tourism,Connectivity,interchange,Neutral,-0.09,Medium,Senior citizen,Open,English,Synthetic Review,experience difficult connect metro bus stop
MPF00964,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 2A,Goregaon West,2026-04-10,College,Staff Behaviour,security_assistance,Negative,-0.44,High,Student,Resolved,Hinglish,Synthetic Review,experience staff member counter rude unhelpful
MPF00965,"During my trip, The seating area and signage were useful.",3,Line 3,Marol Naka,2026-06-06,Other,Facilities,seating_and_water,Neutral,-0.09,Medium,General,Open,English,Synthetic Complaint,trip seating area signage useful
MPF00966,"Today, The ticket price feels expensive for a short journey.",2,Line 1,Andheri,2026-06-01,Work,Fare,fare_value,Negative,-0.49,High,Tourist,Resolved,English,Synthetic Review,today ticket price feel expensive short journey
MPF00967,"Overall, The station floor was dirty and bins were overflowing.",2,Line 2A,Kandarpada,2026-04-24,Other,Cleanliness,coach_cleanliness,Negative,-0.88,High,General,Open,Hinglish,Synthetic Survey,overall station floor dirty bin overflowing
MPF00968,"During my trip, The train was delayed by 25 minutes and I missed my connection.",3,Line 7,Goregaon East,2026-07-30,Other,Delay,late_train,Neutral,-0.08,Medium,General,Resolved,English,Synthetic Review,trip train delayed 25 minute missed connection
MPF00969,"During my trip, The lift was out of service and caused inconvenience.",2,Line 6,Kanjurmarg,2026-06-10,Daily commute,Facilities,escalator,Negative,-0.38,High,Tourist,In Review,Hinglish,Synthetic Survey,trip lift service caused inconvenience
MPF00970,"Overall, Crowding near the doors made boarding difficult.",3,Line 3,BKC,2026-08-11,Other,Crowding,platform_crowding,Neutral,-0.08,Medium,General,In Review,Hinglish,Synthetic Survey,overall crowding near door made boarding difficult
MPF00971,The fare is reasonable for the service provided.,4,Line 3,Marol Naka,2026-08-03,Other,Fare,fare_complaint,Positive,0.89,Low,Senior citizen,Not Required,Hinglish,Synthetic Complaint,fare reasonable service provided
MPF00972,"Today, The train was delayed by 30 minutes and I missed my connection.",2,Line 7,Aarey,2026-05-05,Work,Delay,missed_connection,Negative,-0.6,High,General,Open,English,Synthetic Complaint,today train delayed 30 minute missed connection
MPF00973,"In my experience, Please review the fare for frequent daily commuters.",2,Line 6,Kanjurmarg,2026-04-03,Other,Fare,frequent_commuter_cost,Negative,-0.6,High,Student,Not Required,English,Synthetic Survey,experience please review fare frequent daily commuter
MPF00974,"Today, The fare is reasonable for the service provided.",4,Line 6,Vikhroli,2026-02-25,Tourism,Fare,frequent_commuter_cost,Positive,0.78,Low,Student,Resolved,Hinglish,Synthetic Survey,today fare reasonable service provided
MPF00975,"Today, I felt safe throughout the journey and at the station.",4,Line 2A,Dahisar East,2026-03-12,College,Safety,security_presence,Positive,0.84,Low,Senior citizen,Not Required,English,Synthetic Survey,today felt safe throughout journey station
MPF00976,"Overall, The seating area and signage were useful.",5,Line 1,Versova,2026-08-08,Tourism,Facilities,lift,Positive,0.86,Low,Senior citizen,Not Required,English,Synthetic Review,overall seating area signage useful
MPF00977,"During my trip, The escalator was not working and needs maintenance.",1,Line 7,Goregaon East,2026-02-17,Daily commute,Maintenance,equipment,Negative,-0.4,High,Tourist,Resolved,English,Synthetic Complaint,trip escalator working need maintenance
MPF00978,"Today, The seating area and signage were useful.",4,Line 2A,Kandarpada,2026-08-21,Work,Facilities,seating_and_water,Positive,0.85,Low,Senior citizen,Resolved,English,Synthetic Review,today seating area signage useful
MPF00979,"In my experience, It was difficult to connect from the metro to the bus stop.",1,Line 6,Shyam Nagar,2026-02-07,Daily commute,Connectivity,last_mile,Negative,-0.83,High,General,Resolved,Hinglish,Synthetic Review,experience difficult connect metro bus stop
MPF00980,"Today, Please improve passenger safety near the platform edge.",1,Line 7,Mogharpada,2026-04-24,Other,Safety,platform_safety,Negative,-0.44,High,Senior citizen,In Review,English,Synthetic Survey,today please improve passenger safety near platform edge
MPF00981,"Today, The train had comfortable space and was not crowded.",5,Line 2A,Goregaon West,2026-02-07,Work,Crowding,peak_hour_crowding,Positive,0.88,Low,Working professional,Resolved,Hinglish,Synthetic Survey,today train comfortable space crowded
MPF00982,"Today, Frequent delays on this route are becoming difficult for daily commuters.",3,Line 7,Dindoshi,2026-05-28,Tourism,Delay,service_frequency,Neutral,0.01,Medium,Working professional,Resolved,English,Synthetic Complaint,today frequent delay route becoming difficult daily commuter
