feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source
MPF00909,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 1,Azad Nagar,2026-04-18,Work,Staff Behaviour,security_assistance,Negative,-0.84,High,Tourist,In Review,English,Synthetic Survey
MPF00910,"During my trip, I felt safe throughout the journey and at the station.",5,Line 7,Goregaon East,2026-07-31,Shopping,Safety,security_presence,Positive,0.76,Low,Working professional,Not Required,Hinglish,Synthetic Review
MPF00911,"In my experience, Good value for money compared with other transport options.",5,Line 2A,Shimpoli,2026-06-17,Other,Fare,fare_complaint,Positive,0.86,Low,Working professional,Not Required,English,Synthetic Complaint
MPF00912,"Overall, The station staff were polite and helpful.",5,Line 3,Marol Naka,2026-06-06,Tourism,Staff Behaviour,staff_politeness,Positive,0.79,Low,Student,Not Required,English,Synthetic Review
MPF00913,The station has clean lifts and working escalators.,5,Line 2A,Goregaon West,2026-04-05,Other,Facilities,seating_and_water,Positive,0.9,Low,Tourist,Not Required,English,Synthetic Review
MPF00914,"Overall, The lift was out of service and caused inconvenience.",2,Line 2A,Shimpoli,2026-06-25,Daily commute,Facilities,seating_and_water,Negative,-0.91,High,Working professional,Resolved,English,Synthetic Survey
MPF00915,Crowding near the doors made boarding difficult.,3,Line 3,MIDC,2026-07-11,Work,Crowding,peak_hour_crowding,Neutral,0.07,Medium,Working professional,Not Required,English,Synthetic Survey
MPF00916,"Today, More seating and drinking water facilities are needed.",3,Line 3,BKC,2026-05-04,Tourism,Facilities,seating_and_water,Neutral,0.08,Medium,Student,Not Required,English,Synthetic Review
MPF00917,"Today, The fare is reasonable for the service provided.",5,Line 1,Versova,2026-07-14,Shopping,Fare,frequent_commuter_cost,Positive,0.8,Low,Tourist,Not Required,English,Synthetic Review
MPF00918,"During my trip, Please improve passenger safety near the platform edge.",2,Line 1,DN Nagar,2026-01-19,Shopping,Safety,security_presence,Negative,-0.4,High,Working professional,Resolved,English,Synthetic Complaint
MPF00919,"Today, The QR ticket scanner worked smoothly.",5,Line 3,MIDC,2026-05-14,Other,Ticketing,counter_queue,Positive,0.86,Low,Senior citizen,Not Required,English,Synthetic Survey
MPF00920,"During my trip, Security presence at the station was reassuring.",5,Line 1,DN Nagar,2026-06-22,Work,Safety,security_presence,Positive,0.93,Low,General,Resolved,English,Synthetic Review
MPF00921,"During my trip, The train had comfortable space and was not crowded.",5,Line 2A,Shimpoli,2026-07-04,Work,Crowding,platform_crowding,Positive,0.56,Low,General,Not Required,English,Synthetic Review
MPF00922,"Overall, The lift was out of service and caused inconvenience.",3,Line 6,Vikhroli,2026-02-13,College,Facilities,seating_and_water,Neutral,0.07,Medium,General,Resolved,English,Synthetic Complaint
MPF00923,More seating and drinking water facilities are needed.,3,Line 3,MIDC,2026-02-20,Work,Facilities,escalator,Neutral,-0.06,Medium,Working professional,Not Required,English,Synthetic Complaint
MPF00924,"In my experience, The coach condition was good and everything looked maintained.",5,Line 3,Marol Naka,2026-01-18,College,Maintenance,equipment,Positive,0.85,Low,Student,Not Required,English,Synthetic Complaint
MPF00925,"Today, The metro connection to other transport was convenient.",5,Line 6,Kanjurmarg,2026-08-08,Work,Connectivity,interchange,Positive,0.76,Low,Senior citizen,Resolved,English,Synthetic Complaint
MPF00926,"During my trip, The coach was extremely crowded during peak hours.",3,Line 2A,Poisar,2026-05-14,Other,Crowding,door_area_crowding,Neutral,-0.04,Medium,Working professional,Not Required,English,Synthetic Survey
MPF00927,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 1,DN Nagar,2026-05-03,Tourism,Staff Behaviour,staff_politeness,Negative,-0.67,High,Student,Not Required,English,Synthetic Survey
MPF00928,"In my experience, The lift was out of service and caused inconvenience.",3,Line 3,Aarey JVLR,2026-07-04,Shopping,Facilities,escalator,Neutral,-0.06,Medium,Senior citizen,Resolved,English,Synthetic Survey
MPF00929,"During my trip, Broken fixtures and damaged signs should be repaired.",2,Line 2A,Goregaon West,2026-03-14,Shopping,Maintenance,signage_and_fixtures,Negative,-0.59,High,Working professional,Resolved,English,Synthetic Complaint
MPF00930,"During my trip, It was difficult to connect from the metro to the bus stop.",3,Line 7,Goregaon East,2026-01-02,Other,Connectivity,bus_connection,Neutral,0.0,Medium,Tourist,Open,English,Synthetic Review
MPF00931,The lift was out of service and caused inconvenience.,2,Line 6,Vikhroli,2026-07-19,Daily commute,Facilities,lift,Negative,-0.55,High,Tourist,Open,English,Synthetic Survey
MPF00932,"In my experience, The QR ticket scanner worked smoothly.",5,Line 2A,Shimpoli,2026-02-19,College,Ticketing,counter_queue,Positive,0.59,Low,General,Not Required,English,Synthetic Survey
MPF00933,"In my experience, The escalator was not working and needs maintenance.",2,Line 2A,Shimpoli,2026-08-28,Shopping,Maintenance,equipment,Negative,-0.56,High,Senior citizen,In Review,English,Synthetic Review
MPF00934,"During my trip, The QR ticket scanner worked smoothly.",5,Line 7,Dindoshi,2026-01-15,Shopping,Ticketing,counter_queue,Positive,0.73,Low,General,Not Required,English,Synthetic Review
MPF00935,"Overall, The seating area and signage were useful.",4,Line 7,Dindoshi,2026-07-22,College,Facilities,escalator,Positive,0.81,Low,Senior citizen,Not Required,Hinglish,Synthetic Review
MPF00936,"In my experience, It was difficult to connect from the metro to the bus stop.",3,Line 7,Mogharpada,2026-07-05,College,Connectivity,bus_connection,Neutral,-0.01,Medium,Student,Open,English,Synthetic Review
MPF00937,"Today, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 6,Vikhroli,2026-03-29,Tourism,Delay,service_frequency,Negative,-0.78,High,General,Open,English,Synthetic Complaint
MPF00938,"Today, The seating area and signage were useful.",4,Line 6,Shyam Nagar,2026-05-31,Daily commute,Facilities,escalator,Positive,0.9,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey
MPF00939,"Overall, The metro connection to other transport was convenient.",5,Line 6,Jogeshwari,2026-02-05,Other,Connectivity,interchange,Positive,0.78,Low,Senior citizen,Resolved,English,Synthetic Survey
MPF00940,"During my trip, The lift was out of service and caused inconvenience.",2,Line 7,Goregaon East,2026-06-04,College,Facilities,seating_and_water,Negative,-0.81,High,Senior citizen,In Review,English,Synthetic Review
MPF00941,"Today, Please improve cleanliness in the washroom area.",2,Line 1,DN Nagar,2026-05-25,Tourism,Cleanliness,station_cleanliness,Negative,-0.47,High,Student,In Review,Hinglish,Synthetic Survey
MPF00942,"In my experience, Please improve passenger safety near the platform edge.",2,Line 1,Ghatkopar,2026-07-24,Other,Safety,general_safety,Negative,-0.57,High,Student,Resolved,English,Synthetic Survey
MPF00943,"Today, The lift was out of service and caused inconvenience.",2,Line 1,Ghatkopar,2026-06-15,Other,Facilities,seating_and_water,Negative,-0.67,High,Working professional,Not Required,English,Synthetic Survey
MPF00944,"Today, Better last-mile connectivity would help passengers.",4,Line 7,Jogeshwari East,2026-02-08,Tourism,Connectivity,bus_connection,Positive,0.67,Low,Tourist,Not Required,English,Synthetic Review
MPF00945,"Overall, Please improve passenger safety near the platform edge.",3,Line 2A,Goregaon West,2026-03-20,Other,Safety,platform_safety,Neutral,0.09,Medium,General,Open,English,Synthetic Survey
MPF00946,"In my experience, The metro connection to other transport was convenient.",5,Line 1,Andheri,2026-02-11,College,Connectivity,bus_connection,Positive,0.93,Low,Senior citizen,Not Required,Hinglish,Synthetic Review
MPF00947,"Overall, Security staff guided me properly when I asked for help.",4,Line 7,Dindoshi,2026-04-25,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.6,Low,Student,Not Required,English,Synthetic Survey
MPF00948,Please train staff to respond more politely to passengers.,1,Line 3,MIDC,2026-07-13,Tourism,Staff Behaviour,staff_politeness,Negative,-0.37,High,General,Not Required,English,Synthetic Survey
MPF00949,"During my trip, The station infrastructure appeared well maintained.",4,Line 1,Azad Nagar,2026-08-30,Daily commute,Maintenance,equipment,Positive,0.63,Low,General,Resolved,English,Synthetic Survey
MPF00950,Please review the fare for frequent daily commuters.,3,Line 1,Andheri,2026-06-29,College,Fare,fare_value,Neutral,-0.03,Medium,Student,In Review,English,Synthetic Survey
MPF00951,"During my trip, Very little waiting time today; the train arrived on schedule.",4,Line 3,Marol Naka,2026-02-05,Work,Delay,missed_connection,Positive,0.61,Low,Working professional,Resolved,English,Synthetic Survey
MPF00952,"During my trip, Train service was running late today. Please improve punctuality.",2,Line 3,Aarey JVLR,2026-02-16,Work,Delay,service_frequency,Negative,-0.58,High,Tourist,Resolved,English,Synthetic Complaint
MPF00953,"During my trip, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 1,DN Nagar,2026-08-16,College,Delay,service_frequency,Negative,-0.57,High,General,In Review,English,Synthetic Survey
MPF00954,"Today, The fare is reasonable for the service provided.",5,Line 1,DN Nagar,2026-04-18,Work,Fare,fare_value,Positive,0.84,Low,Working professional,Not Required,English,Synthetic Survey
MPF00955,"Today, More seating and drinking water facilities are needed.",3,Line 1,Azad Nagar,2026-02-02,Other,Facilities,escalator,Neutral,0.07,Medium,Student,Resolved,English,Synthetic Review
MPF00956,"Today, The coach condition was good and everything looked maintained.",5,Line 6,Shyam Nagar,2026-01-22,Work,Maintenance,signage_and_fixtures,Positive,0.63,Low,General,Not Required,English,Synthetic Complaint
MPF00957,"Overall, Buying the ticket was quick and easy.",5,Line 1,Azad Nagar,2026-05-14,Other,Ticketing,qr_scanner,Positive,0.62,Low,Senior citizen,Resolved,English,Synthetic Complaint
MPF00958,"During my trip, The train had comfortable space and was not crowded.",5,Line 6,Shyam Nagar,2026-02-06,Daily commute,Crowding,platform_crowding,Positive,0.78,Low,Tourist,Not Required,English,Synthetic Survey
MPF00959,Crowding near the doors made boarding difficult.,3,Line 1,DN Nagar,2026-02-24,College,Crowding,door_area_crowding,Neutral,-0.0,Medium,Working professional,Resolved,English,Synthetic Review
MPF00960,"During my trip, Better last-mile connectivity would help passengers.",4,Line 6,Shyam Nagar,2026-06-19,College,Connectivity,interchange,Positive,0.92,Low,Working professional,Resolved,English,Synthetic Review
MPF00961,"Today, Buying the ticket was quick and easy.",4,Line 7,Mogharpada,2026-05-21,Work,Ticketing,qr_scanner,Positive,0.94,Low,Student,Not Required,English,Synthetic Survey
MPF00962,"Today, Security presence at the station was reassuring.",5,Line 7,Dindoshi,2026-02-26,Daily commute,Safety,platform_safety,Positive,0.94,Low,General,Not Required,English,Synthetic Complaint
MPF00963,"In my experience, It was difficult to connect from the metro to the bus stop.",3,Line 2A,Kandarpada,2026-02-10,Tourism,Connectivity,interchange,Neutral,-0.09,Medium,Senior citizen,Open,English,Synthetic Review
MPF00964,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 2A,Goregaon West,2026-04-10,College,Staff Behaviour,security_assistance,Negative,-0.44,High,Student,Resolved,Hinglish,Synthetic Review
MPF00965,"During my trip, The seating area and signage were useful.",3,Line 3,Marol Naka,2026-06-06,Other,Facilities,seating_and_water,Neutral,-0.09,Medium,General,Open,English,Synthetic Complaint
MPF00966,"Today, The ticket price feels expensive for a short journey.",2,Line 1,Andheri,2026-06-01,Work,Fare,fare_value,Negative,-0.49,High,Tourist,Resolved,English,Synthetic Review
MPF00967,"Overall, The station floor was dirty and bins were overflowing.",2,Line 2A,Kandarpada,2026-04-24,Other,Cleanliness,coach_cleanliness,Negative,-0.88,High,General,Open,Hinglish,Synthetic Survey
MPF00968,"During my trip, The train was delayed by 25 minutes and I missed my connection.",3,Line 7,Goregaon East,2026-07-30,Other,Delay,late_train,Neutral,-0.08,Medium,General,Resolved,English,Synthetic Review
MPF00969,"During my trip, The lift was out of service and caused inconvenience.",2,Line 6,Kanjurmarg,2026-06-10,Daily commute,Facilities,escalator,Negative,-0.38,High,Tourist,In Review,Hinglish,Synthetic Survey
MPF00970,"Overall, Crowding near the doors made boarding difficult.",3,Line 3,BKC,2026-08-11,Other,Crowding,platform_crowding,Neutral,-0.08,Medium,General,In Review,Hinglish,Synthetic Survey
MPF00971,The fare is reasonable for the service provided.,4,Line 3,Marol Naka,2026-08-03,Other,Fare,fare_complaint,Positive,0.89,Low,Senior citizen,Not Required,Hinglish,Synthetic Complaint
MPF00972,"Today, The train was delayed by 30 minutes and I missed my connection.",2,Line 7,Aarey,2026-05-05,Work,Delay,missed_connection,Negative,-0.6,High,General,Open,English,Synthetic Complaint
MPF00973,"In my experience, Please review the fare for frequent daily commuters.",2,Line 6,Kanjurmarg,2026-04-03,Other,Fare,frequent_commuter_cost,Negative,-0.6,High,Student,Not Required,English,Synthetic Survey
MPF00974,"Today, The fare is reasonable for the service provided.",4,Line 6,Vikhroli,2026-02-25,Tourism,Fare,frequent_commuter_cost,Positive,0.78,Low,Student,Resolved,Hinglish,Synthetic Survey
MPF00975,"Today, I felt safe throughout the journey and at the station.",4,Line 2A,Dahisar East,2026-03-12,College,Safety,security_presence,Positive,0.84,Low,Senior citizen,Not Required,English,Synthetic Survey
MPF00976,"Overall, The seating area and signage were useful.",5,Line 1,Versova,2026-08-08,Tourism,Facilities,lift,Positive,0.86,Low,Senior citizen,Not Required,English,Synthetic Review
MPF00977,"During my trip, The escalator was not working and needs maintenance.",1,Line 7,Goregaon East,2026-02-17,Daily commute,Maintenance,equipment,Negative,-0.4,High,Tourist,Resolved,English,Synthetic Complaint
MPF00978,"Today, The seating area and signage were useful.",4,Line 2A,Kandarpada,2026-08-21,Work,Facilities,seating_and_water,Positive,0.85,Low,Senior citizen,Resolved,English,Synthetic Review
MPF00979,"In my experience, It was difficult to connect from the metro to the bus stop.",1,Line 6,Shyam Nagar,2026-02-07,Daily commute,Connectivity,last_mile,Negative,-0.83,High,General,Resolved,Hinglish,Synthetic Review
MPF00980,"Today, Please improve passenger safety near the platform edge.",1,Line 7,Mogharpada,2026-04-24,Other,Safety,platform_safety,Negative,-0.44,High,Senior citizen,In Review,English,Synthetic Survey
MPF00981,"Today, The train had comfortable space and was not crowded.",5,Line 2A,Goregaon West,2026-02-07,Work,Crowding,peak_hour_crowding,Positive,0.88,Low,Working professional,Resolved,Hinglish,Synthetic Survey
MPF00982,"Today, Frequent delays on this route are becoming difficult for daily commuters.",3,Line 7,Dindoshi,2026-05-28,Tourism,Delay,service_frequency,Neutral,0.01,Medium,Working professional,Resolved,English,Synthetic Complaint
MPF00983,"During my trip, There should be more working ticket counters during rush hours.",2,Line 7,Goregaon East,2026-08-09,College,Ticketing,qr_scanner,Negative,-0.76,High,Student,Open,Hinglish,Synthetic Review
MPF00984,"In my experience, The escalator was not working and needs maintenance.",2,Line 2A,Goregaon West,2026-06-29,Daily commute,Maintenance,signage_and_fixtures,Negative,-0.63,High,General,In Review,English,Synthetic Complaint
MPF00985,The seating area and signage were useful.,4,Line 6,Jogeshwari,2026-04-25,Shopping,Facilities,seating_and_water,Positive,0.8,Low,General,Not Required,English,Synthetic Complaint
MPF00986,"During my trip, The lift was out of service and caused inconvenience.",1,Line 1,Versova,2026-06-03,College,Facilities,escalator,Negative,-0.38,High,General,Not Required,English,Synthetic Complaint
MPF00987,"Today, The ticket price feels expensive for a short journey.",2,Line 3,MIDC,2026-07-16,Other,Fare,frequent_commuter_cost,Negative,-0.63,High,Senior citizen,Resolved,English,Synthetic Survey
MPF00988,"During my trip, The train was delayed by 30 minutes and I missed my connection.",3,Line 6,Shyam Nagar,2026-02-11,Daily commute,Delay,missed_connection,Neutral,-0.08,Medium,General,Resolved,English,Synthetic Complaint
MPF00989,The escalator was not working and needs maintenance.,2,Line 2A,Shimpoli,2026-06-29,College,Maintenance,signage_and_fixtures,Negative,-0.51,High,Student,Resolved,English,Synthetic Complaint
MPF00990,"During my trip, Please review the fare for frequent daily commuters.",3,Line 3,Marol Naka,2026-01-24,College,Fare,fare_value,Neutral,-0.08,Medium,Working professional,In Review,English,Synthetic Review
MPF00991,The staff member at the counter was rude and unhelpful.,1,Line 7,Jogeshwari East,2026-01-16,Daily commute,Staff Behaviour,security_assistance,Negative,-0.68,High,General,Not Required,English,Synthetic Complaint
MPF00992,The coach was extremely crowded during peak hours.,1,Line 7,Aarey,2026-02-14,College,Crowding,peak_hour_crowding,Negative,-0.75,High,Student,In Review,English,Synthetic Survey
MPF00993,Too many passengers were packed into the train today.,2,Line 6,Vikhroli,2026-02-08,Tourism,Crowding,door_area_crowding,Negative,-0.59,High,Working professional,Open,Hinglish,Synthetic Complaint
MPF00994,"During my trip, The train was delayed by 15 minutes and I missed my connection.",1,Line 1,Ghatkopar,2026-06-04,Work,Delay,late_train,Negative,-0.74,High,General,In Review,English,Synthetic Survey
MPF00995,More seating and drinking water facilities are needed.,4,Line 6,Shyam Nagar,2026-01-11,Work,Facilities,escalator,Positive,0.58,Low,Senior citizen,Not Required,English,Synthetic Review
MPF00996,The coach condition was good and everything looked maintained.,5,Line 1,Azad Nagar,2026-02-21,Tourism,Maintenance,equipment,Positive,0.91,Low,General,Resolved,English,Synthetic Complaint
MPF00997,"Today, The lift was out of service and caused inconvenience.",2,Line 7,Dindoshi,2026-05-24,Daily commute,Facilities,escalator,Negative,-0.69,High,Tourist,Not Required,English,Synthetic Review
MPF00998,There should be more working ticket counters during rush hours.,3,Line 6,Vikhroli,2026-03-22,Work,Ticketing,qr_scanner,Neutral,0.07,Medium,Student,Open,English,Synthetic Complaint
MPF00999,"Today, The train was delayed by 15 minutes and I missed my connection.",2,Line 1,Ghatkopar,2026-05-15,Tourism,Delay,late_train,Negative,-0.74,High,Student,Resolved,Hinglish,Synthetic Complaint
MPF01000,"Today, Train service was running late today. Please improve punctuality.",2,Line 6,Shyam Nagar,2026-05-27,Other,Delay,missed_connection,Negative,-0.41,High,Senior citizen,In Review,English,Synthetic Survey
MPF01001,Frequent delays on this route are becoming difficult for daily commuters.,2,Line 6,Swami Samarth Nagar,2026-08-23,Work,Delay,service_frequency,Negative,-0.95,High,Senior citizen,Open,Hinglish,Synthetic Review
MPF01002,"During my trip, Too many passengers were packed into the train today.",2,Line 1,DN Nagar,2026-06-26,Other,Crowding,peak_hour_crowding,Negative,-0.54,High,Senior citizen,In Review,English,Synthetic Review
MPF01003,"Today, Good value for money compared with other transport options.",5,Line 3,Marol Naka,2026-06-26,Other,Fare,fare_value,Positive,0.79,Low,Tourist,Not Required,English,Synthetic Complaint
MPF01004,The station floor was dirty and bins were overflowing.,2,Line 1,Andheri,2026-05-18,Work,Cleanliness,station_cleanliness,Negative,-0.63,High,Senior citizen,Resolved,Hinglish,Synthetic Review
MPF01005,"Today, Buying the ticket was quick and easy.",5,Line 7,Mogharpada,2026-01-28,Tourism,Ticketing,ticket_machine,Positive,0.93,Low,Tourist,Not Required,English,Synthetic Review
MPF01006,The ticket price feels expensive for a short journey.,2,Line 2A,Dahisar East,2026-07-16,College,Fare,fare_value,Negative,-0.69,High,Tourist,Resolved,English,Synthetic Complaint
MPF01007,"In my experience, Security staff guided me properly when I asked for help.",3,Line 6,Jogeshwari,2026-02-21,College,Staff Behaviour,security_assistance,Neutral,0.09,Medium,Senior citizen,In Review,Hinglish,Synthetic Review
MPF01008,"In my experience, The ticket price feels expensive for a short journey.",1,Line 1,Azad Nagar,2026-08-12,Other,Fare,fare_complaint,Negative,-0.81,High,Working professional,Resolved,English,Synthetic Survey
MPF01009,"Overall, The station infrastructure appeared well maintained.",4,Line 1,DN Nagar,2026-05-17,College,Maintenance,infrastructure,Positive,0.77,Low,Student,Not Required,English,Synthetic Complaint
MPF01010,"Overall, Security presence at the station was reassuring.",4,Line 6,Jogeshwari,2026-01-31,Daily commute,Safety,platform_safety,Positive,0.82,Low,Tourist,Not Required,English,Synthetic Complaint
MPF01011,"Today, The metro connection to other transport was convenient.",5,Line 1,Ghatkopar,2026-06-06,College,Connectivity,bus_connection,Positive,0.81,Low,General,Resolved,English,Synthetic Review
MPF01012,"In my experience, The lift was out of service and caused inconvenience.",2,Line 7,Jogeshwari East,2026-08-14,College,Facilities,lift,Negative,-0.82,High,Working professional,Resolved,Hinglish,Synthetic Review
MPF01013,Good value for money compared with other transport options.,5,Line 7,Aarey,2026-02-23,Tourism,Fare,fare_complaint,Positive,0.71,Low,Working professional,Resolved,Hinglish,Synthetic Review
MPF01014,"Today, More seating and drinking water facilities are needed.",3,Line 3,Marol Naka,2026-02-25,College,Facilities,seating_and_water,Neutral,-0.03,Medium,Tourist,Open,English,Synthetic Survey
MPF01015,"In my experience, Security staff guided me properly when I asked for help.",4,Line 2A,Goregaon West,2026-06-16,College,Staff Behaviour,staff_helpfulness,Positive,0.7,Low,Working professional,Not Required,English,Synthetic Complaint
MPF01016,"Overall, The fare is reasonable for the service provided.",4,Line 7,Mogharpada,2026-01-07,Work,Fare,frequent_commuter_cost,Positive,0.77,Low,Tourist,Not Required,Hinglish,Synthetic Review
MPF01017,"In my experience, The escalator was not working and needs maintenance.",2,Line 2A,Poisar,2026-03-04,Tourism,Maintenance,signage_and_fixtures,Negative,-0.57,High,Working professional,In Review,English,Synthetic Review
MPF01018,I felt safe throughout the journey and at the station.,4,Line 2A,Poisar,2026-02-21,Daily commute,Safety,general_safety,Positive,0.58,Low,Student,Not Required,English,Synthetic Review
MPF01019,"In my experience, Buying the ticket was quick and easy.",5,Line 2A,Shimpoli,2026-01-26,Shopping,Ticketing,qr_scanner,Positive,0.78,Low,Tourist,Not Required,English,Synthetic Review
MPF01020,"In my experience, Crowding near the doors made boarding difficult.",3,Line 2A,Shimpoli,2026-08-06,Tourism,Crowding,peak_hour_crowding,Neutral,-0.02,Medium,General,In Review,English,Synthetic Complaint
MPF01021,"Overall, The station has clean lifts and working escalators.",5,Line 1,DN Nagar,2026-05-27,Shopping,Facilities,lift,Positive,0.74,Low,Working professional,Not Required,English,Synthetic Complaint
MPF01022,The seating area and signage were useful.,4,Line 3,Aarey JVLR,2026-08-28,Work,Facilities,seating_and_water,Positive,0.58,Low,General,Not Required,English,Synthetic Survey
MPF01023,"In my experience, Buying the ticket was quick and easy.",5,Line 2A,Kandarpada,2026-05-12,Tourism,Ticketing,counter_queue,Positive,0.56,Low,Tourist,Not Required,Hinglish,Synthetic Survey
MPF01024,The seating area and signage were useful.,4,Line 6,Swami Samarth Nagar,2026-07-11,College,Facilities,seating_and_water,Positive,0.83,Low,Tourist,Not Required,Hinglish,Synthetic Review
MPF01025,"In my experience, I felt safe throughout the journey and at the station.",4,Line 3,Aarey JVLR,2026-01-10,Daily commute,Safety,general_safety,Positive,0.84,Low,Senior citizen,Not Required,English,Synthetic Review
MPF01026,"Today, Security presence at the station was reassuring.",5,Line 7,Jogeshwari East,2026-03-10,Work,Safety,platform_safety,Positive,0.83,Low,Senior citizen,Not Required,English,Synthetic Review
MPF01027,"Overall, I felt safe throughout the journey and at the station.",4,Line 3,Aarey JVLR,2026-01-03,Work,Safety,general_safety,Positive,0.65,Low,Senior citizen,Not Required,English,Synthetic Survey
MPF01028,"In my experience, The coach condition was good and everything looked maintained.",5,Line 1,Versova,2026-02-21,College,Maintenance,signage_and_fixtures,Positive,0.8,Low,Student,Resolved,English,Synthetic Survey
MPF01029,"Today, The coach was clean and well maintained.",5,Line 1,DN Nagar,2026-07-01,Other,Cleanliness,station_cleanliness,Positive,0.63,Low,Student,Not Required,English,Synthetic Survey
MPF01030,"In my experience, The seating area and signage were useful.",3,Line 6,Jogeshwari,2026-02-06,Tourism,Facilities,seating_and_water,Neutral,-0.01,Medium,Student,Open,English,Synthetic Review
MPF01031,"Overall, The coach was clean and well maintained.",5,Line 6,Jogeshwari,2026-05-10,Work,Cleanliness,washroom_cleanliness,Positive,0.85,Low,Working professional,Resolved,English,Synthetic Review
MPF01032,"Overall, Good value for money compared with other transport options.",5,Line 7,Dindoshi,2026-01-17,Other,Fare,fare_complaint,Positive,0.55,Low,Senior citizen,Not Required,English,Synthetic Survey
MPF01033,"Today, Broken fixtures and damaged signs should be repaired.",1,Line 7,Aarey,2026-06-24,Other,Maintenance,signage_and_fixtures,Negative,-0.36,High,Student,In Review,English,Synthetic Complaint
MPF01034,"During my trip, The QR ticket scanner worked smoothly.",5,Line 1,Ghatkopar,2026-02-13,College,Ticketing,ticket_machine,Positive,0.7,Low,Tourist,Not Required,English,Synthetic Complaint
MPF01035,"Today, More seating and drinking water facilities are needed.",3,Line 7,Jogeshwari East,2026-09-01,Shopping,Facilities,lift,Neutral,0.07,Medium,Tourist,Resolved,English,Synthetic Review
MPF01036,"During my trip, The ticket price feels expensive for a short journey.",1,Line 2A,Kandarpada,2026-01-25,Other,Fare,fare_value,Negative,-0.69,High,Working professional,Open,English,Synthetic Survey
MPF01037,"Overall, The train had comfortable space and was not crowded.",4,Line 3,Marol Naka,2026-05-05,Work,Crowding,platform_crowding,Positive,0.75,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey
MPF01038,The ticket price feels expensive for a short journey.,2,Line 3,Marol Naka,2026-03-02,Daily commute,Fare,frequent_commuter_cost,Negative,-0.37,High,Senior citizen,In Review,English,Synthetic Survey
MPF01039,"During my trip, Please review the fare for frequent daily commuters.",3,Line 3,MIDC,2026-02-03,College,Fare,frequent_commuter_cost,Neutral,-0.03,Medium,General,Not Required,English,Synthetic Complaint
MPF01040,"In my experience, The platform was overcrowded and felt unsafe.",2,Line 7,Goregaon East,2026-03-01,Shopping,Safety,security_presence,Negative,-0.91,High,Senior citizen,In Review,English,Synthetic Complaint
MPF01041,"During my trip, The interchange process was smooth and well signposted.",5,Line 3,SEEPZ,2026-06-06,College,Connectivity,interchange,Positive,0.91,Low,General,Resolved,Hinglish,Synthetic Complaint
MPF01042,"During my trip, Broken fixtures and damaged signs should be repaired.",3,Line 2A,Poisar,2026-05-06,Shopping,Maintenance,equipment,Neutral,0.08,Medium,Working professional,Not Required,English,Synthetic Complaint
MPF01043,"Overall, Please improve cleanliness in the washroom area.",2,Line 6,Shyam Nagar,2026-01-01,College,Cleanliness,station_cleanliness,Negative,-0.52,High,Student,Open,English,Synthetic Complaint
MPF01044,"During my trip, The lift was out of service and caused inconvenience.",2,Line 7,Mogharpada,2026-06-04,Tourism,Facilities,lift,Negative,-0.36,High,General,Open,English,Synthetic Complaint
MPF01045,"Today, Security staff guided me properly when I asked for help.",4,Line 7,Aarey,2026-01-08,Daily commute,Staff Behaviour,security_assistance,Positive,0.83,Low,Senior citizen,Not Required,English,Synthetic Survey
MPF01046,"Today, Please improve passenger safety near the platform edge.",2,Line 3,Aarey JVLR,2026-03-12,Tourism,Safety,platform_safety,Negative,-0.62,High,Tourist,In Review,English,Synthetic Review
MPF01047,"Overall, The ticket machine was not working and caused a queue.",2,Line 6,Vikhroli,2026-02-06,Daily commute,Ticketing,counter_queue,Negative,-0.38,High,Student,Resolved,Hinglish,Synthetic Review
MPF01048,"During my trip, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 3,BKC,2026-01-11,Tourism,Delay,missed_connection,Negative,-0.84,High,Student,Resolved,English,Synthetic Complaint
MPF01049,"Overall, The station has clean lifts and working escalators.",5,Line 1,DN Nagar,2026-01-21,Work,Facilities,escalator,Positive,0.59,Low,Working professional,Not Required,English,Synthetic Review
MPF01050,More seating and drinking water facilities are needed.,4,Line 7,Aarey,2026-02-10,Shopping,Facilities,lift,Positive,0.72,Low,Working professional,Not Required,English,Synthetic Review
MPF01051,"In my experience, The station staff were polite and helpful.",4,Line 7,Dindoshi,2026-09-01,Other,Staff Behaviour,staff_politeness,Positive,0.57,Low,Working professional,Not Required,English,Synthetic Survey
MPF01052,"Today, Security presence at the station was reassuring.",4,Line 2A,Goregaon West,2026-01-11,College,Safety,platform_safety,Positive,0.75,Low,Tourist,Resolved,English,Synthetic Survey
MPF01053,"Today, The staff member at the counter was rude and unhelpful.",1,Line 6,Swami Samarth Nagar,2026-02-24,Daily commute,Staff Behaviour,staff_politeness,Negative,-0.74,High,General,Open,Hinglish,Synthetic Review
